"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"AO001012","HSS-8093385","C23A03M094","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6C Hallway","6","ISLHTRP20250505-029","","05/30/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"LD049737","HSS-8093883","3D8TFW3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South Tower","S533","5","ISLHTRP20250616-046","","06/25/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC049841","HSS-8082282","G60LPR3","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6D Main","6","VIHATRP20240115-016","","06/27/2026","Critical Clinical","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD035448","HSS-8080856","5XY4SV3","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N639","6","VIHATRP20231127-112","","05/16/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"LD036174","HSS-8082283","2YCHDY3","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N634","6","VIHATRP20240115-017","","05/30/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"AO000691","HSS-8086349","C23719M073","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6C Hallway","6","VIHATRP20240506-020","","05/16/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB"
"LD049761","HSS-8093268","55VHX64","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N292","2","ISLHTRP20250428-013","","03/19/2026","General Rounding","Acute medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC072463","HSS-1988130","CXP3KQ3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S547","5","DMND0004201 DMND0004657","","06/25/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO001007","HSS-8093388","C23A03M003","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6C Hallway","6","ISLHTRP20250505-032","","05/30/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000275","HSS-8097921","C25820M045","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6D Hallway","6","ISLHTRP20260420-064","","05/30/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V19"
"LD049750","HSS-8093269","G00JX64","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N292","2","ISLHTRP20250428-014","","06/26/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"LD038273","HSS-8058053","DP7JBK3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S545","5","VIHATRP20220411-043","","06/25/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"LD086301","HSS-1047732","85FHVW3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S538","5","REQ1422648-RITM1500778-SCTASK2415596","","06/25/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"PC037570","HSS-8098982","MZ03G4V6","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N633C","6","ISLHTRP20260601-023","","","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO M90q Gen 5 Desktop 512HD"
"AO000991","HSS-8093383","C23A03M086","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6D Hallway","6","ISLHTRP20250505-027","","05/30/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000395","HSS-8093879","C24102M112","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5B Hallway","5","ISLHTRP20250616-042","","06/05/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC076106","HSS-8089132","9KN8D14","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","PCA 1","6","VIHATRP20240812-022","","06/27/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"LD086299","HSS-1047723","H8XHVW3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S538","5","REQ1422644-RITM1500774-SCTASK2415543","","06/25/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"PC026591","HSS-8090467","GMX4L44","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S539","5","VIHATRP20241007-069","","06/25/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"AO000986","HSS-8093390","C23A03M085","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6D Hallway","6","ISLHTRP20250505-034","","05/30/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"LD031253","HSS-8082288","D0ZQDY3","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N640","6","VIHATRP20240115-022","","06/27/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"LD091926","HSS-1111663","CCHJX64","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North Tower","N633","6","REQ1785672-RITM1884695-SCTASK3049839","","05/30/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell Latitude 7450"
"PC045074","HSS-8074611","D831KQ3","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N640","6","VIHATRP20230522-069","","06/27/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD049732","HSS-8093889","788TFW3","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N639","6","ISLHTRP20250616-052","","05/16/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"AO005112","HSS-8093384","C23A03M018","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6C Hallway","6","ISLHTRP20250505-028","","05/16/2026","Mobile Cart","Acute medicine","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"AO000436","HSS-8078286","C23719M148","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6C Hallway","6","VIHATRP20230911-037","","05/30/2026","General Rounding","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB"
"AO005255","HSS-8093389","C23A03M002","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor","Victoria","North tower","N6C hallway","6","ISLHTRP20250505-033","","05/30/2026","Mobile Cart","Acute Medicine","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"PC041418-NEW","HSS-8079614","FR6VPR3","VIHA-PHRF-Panama House Residential Facility-Main Building-1st Floor","Victoria","Main Building","Office","1","REQ2106200-RITM2225200-SCTASK3558055","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell OPTIPLEX 7000 MICRO V1"
"LD032939","HSS-8079612","8210GY3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","28","1","VIHATRP20231023-065","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"TD020355","HSS-8090443","FPCDB54","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","35","1","VIHATRP20241007-045","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 9450 2-in-1 V2"
"LD066291","HSS-8082306","89FB9W3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","36","1","VIHATRP20240115-040","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD032436","HSS-8059621","4KL34J3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","10","1","VIHATRP20220704-027","","07/12/2026","General Rounding","Admin ","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD032023","HSS-8082321","GNSB9W3","VIHA-SIHN-Sooke Integrated Health Network-Main Building-1st Floor","Sooke","Main building","NA","1","VIHATRP20240115-055","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Remote","DELL LATITUDE 7440 V5"
"LD065881","HSS-8070901","B8NJLN3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","29","1","VIHATRP20230116-081","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD032926","HSS-8098748","PF62142F","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","7","1","ISLHTRP20260511-115","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"PC038806","HSS-8059647","3V2R5K3","VIHA-PRIO-Priory Hospital-Heritage Woods-1st Floor","Victoria","Heritage","Office","1","VIHATRP20220704-053","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell OPTIPLEX 7090 MICRO V1"
"LD041635","HSS-8089115","GM6SCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","36","1","VIHATRP20240812-005","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD035912","HSS-8069791","60NDLN3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","6","1","VIHATRP20221219-011","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD031576","HSS-8082319","F3WC9W3","VIHA-SIHN-Sooke Integrated Health Network-Main Building-1st Floor","Sooke","Main building","None","1","VIHATRP20240115-053","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Remote","DELL LATITUDE 7440 V5"
"LD036318","HSS-8099437","SD006B4R","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","18","1","ISLHTRP20260706-044","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD031510","HSS-8082315","53Q99W3","VIHA-CASA-Sooke Health Unit Public Health Nursing-Main Building-1st Floor","Sooke","Main building","Main Building","1","VIHATRP20240115-049","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V5"
"LD066349","HSS-8082305","CG979W3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","12","1","VIHATRP20240115-039","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","DELL LATITUDE 7440 V2"
"LD037852","HSS-8099374","SD006A0L","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","32","1","ISLHTRP20260615-097","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD066164","HSS-8098016","PF5WL7SD","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","47","1","ISLHTRP20260316-020","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"LD066272","HSS-8098010","PF5WWVAN","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","43","1","ISLHTRP20260316-014","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"LD032917","HSS-8099450","SD006BAH","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","4","1","ISLHTRP20260706-057","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD033127","HSS-8059622","6SR6NN3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","37","1","VIHATRP20220704-028","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD034593","HSS-8059620","HBQ44J3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","50","1","VIHATRP20220704-026","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"PC037133","HSS-8068251","2KZ2XP3","VIHA-WSC-West Shore Centre-Main Building-1st Floor","Victoria","Main Building","1210","1","VIHATRP20221031-110","","07/18/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell OPTIPLEX 7000 MICRO V1"
"LD045864","HSS-8085254","CPRXCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main building","11","1","VIHATRP20240408-009","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"PC033036","HSS-8082320","C9DLPR3","VIHA-SIHN-Sooke Integrated Health Network-Main Building-1st Floor","Sooke","Main building","NA","1","VIHATRP20240115-054","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Remote","Dell OPTIPLEX 7000 MICRO V1"
"LD035509","HSS-8069789","DLT34J3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","34","1","VIHATRP20221219-009","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD066051","HSS-8072751","H85GLN3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","42","1","VIHATRP20230306-062","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD031575","HSS-8083844","46F69W3","VIHA-SIHN-Sooke Integrated Health Network-Main Building-1st Floor","Sooke","Main building","Storage H&W","1","VIHATRP20240226-050","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Remote","DELL LATITUDE 7440 V2"
"LD041681","HSS-8082322","2C0D9W3","VIHA-SIHN-Sooke Integrated Health Network-Main Building-1st Floor","Sooke","Main building","desk #3","1","VIHATRP20240115-056","","","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Remote","DELL LATITUDE 7440 V5"
"LD040140","HSS-8070903","CNGJLN3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","39","1","VIHATRP20230116-083","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"LD066648","HSS-8089120","9D6RCW3","VIHA-PHRF-Panama House Residential Facility-Main Building-1st Floor","Victoria","Main Building","Office","1","VIHATRP20240812-010","","06/18/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD081053","HSS-1047799","8DFJVW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","6","1","REQ1437647-RITM1516575-SCTASK2445368","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD065927","HSS-8076919","7QLZ4X3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","4","1","VIHATRP20230731-075","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7430 V1"
"LD032747","HSS-8098020","PF5X19C2","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","47","1","ISLHTRP20260316-024","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"PC031332","HSS-8099416","MZ03FQ94","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","15","1","ISLHTRP20260706-023","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKCENTRE M90Q GEN6"
"LD032931","HSS-8070896","F17FLN3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-2nd Floor","Victoria","Main Building","27","2","VIHATRP20230116-076","","07/12/2026","General Rounding","Admin","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"PC065807","HSS-8096687","MZ02CGZP","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","116","1","ISLHTRP20251201-044","","05/08/2026","General Rounding","Admin Mixed","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065786","HSS-8096693","MZ02CH02","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","116","1","ISLHTRP20251201-050","","05/08/2026","General Rounding","Admin Mixed","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065798","HSS-8096679","MZ0293DL","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main Building","123","1","ISLHTRP20251201-036","","05/08/2026","General Rounding","Admin mixed","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"PC065797","HSS-8096678","MZ0293E6","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","managers office","1","ISLHTRP20251201-035","","05/08/2026","General Rounding","Admin Mixed","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"LD065217","HSS-8024570","G9NV8D3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","South tower","S219","2","VIHATRP20210927-041","","07/02/2026","General Rounding","Administration","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
